iddd2,Código,Item,n_resposta,train_subj,resp_relacao3,y_theta,y_score1,y_score2
T0546E013,T0546,E01,3,1,Buzina é o estereçante da Carro. com ela nos podemos chamar atenção,1,0,0
T0546E014,T0546,E01,4,1,Buzina é o boa da Carro. para se comunicar,1,0,0
T0546E021,T0546,E02,1,1,Grama é o alimento da Terra. para o cavalo,1,0,0
T0546E022,T0546,E02,2,1,Grama é o diversão da Terra. para os meninos jogarem bola,1,0,0
T0546E023,T0546,E02,3,1,Grama é o bonita da Terra. ajuda a enbelezar a casa,1,0,0
T0546E024,T0546,E02,4,1,Grama é o boa da Terra. para dormir encima para o descanso,1,0,0
T0546A031,T0546,A03,1,1,Estrelas é o bonitas da Noite. são bonitas para embelezar o sol,1,0,0
T0546A041,T0546,A04,1,1,Bola é o esporte da Jogadores. porque nós a podemos chutar,1,0,0
T0546A051,T0546,A05,1,1,Planetas é o azou da Sol. por causa da água,1,0,0
T0546A061,T0546,A06,1,1,Onibus é o tranporte da Cidade. porque ela leva aonde precisar,1,0,0
T0546A062,T0546,A06,2,1,Onibus é o bom da Cidade. para viajar,1,0,0
T0546A063,T0546,A06,3,1,Onibus é o especial da Cidade. é necessário,1,0,0
T0546A071,T0546,A07,1,1,Cabide é o nessesario da Roupa. é o nessesario para o guararoupa,1,0,0
T0546E081,T0546,E08,1,1,NA é o segurança da NA. porque a porta fecha a casa,3,1,1
T0546A091,T0546,A09,1,1,Peixes é o comidas da Mar. para os seres humanos,1,0,0
T0546A092,T0546,A09,2,1,Peixes é o belezas da Mar. es peixe são as beleza do mar,1,0,0
T0546A093,T0546,A09,3,1,Peixes é o seres vivos da Mar. os peixes são seres vivos e alimentos,1,0,0
T0547A031,T0547,A03,1,1,"Estrelas é o vaga-lume da Noite. porque os vaga-lumes piscam e tem uma luz linda, as estrelas piscam e também tem uma luz linda",3,1,2
T0547A032,T0547,A03,2,1,"Estrelas é o brilho da Noite. porque o brilho, brilha a escuridão, e as estrelas brilham a noite escura",3,1,1
T0547A041,T0547,A04,1,1,Bola é o mundo da Jogadores. porque o mundo está com pessoas ao redor dele e a bola e a mesma coisa,3,1,1
T0547A051,T0547,A05,1,1,Planetas é o passáros da Sol. porque os pássaros sempre ficam em volta do mundo,4,2,2
T0547A061,T0547,A06,1,1,Onibus é o avião da Cidade. porque o avião todo mundo para qualquer lugar é como o ônibus,3,1,1
T0548E021,T0548,E02,1,1,Grama é o cobertor da Terra. que cobre e protege a terra,3,1,1
T0548A031,T0548,A03,1,1,"Estrelas é o enfeites de natal da Noite. os enfeites de natal enfeitam as casas, arvores assim como as estrelas enfeitam o céu a noite",3,1,1
T0548A041,T0548,A04,1,1,Bola é o sol da Jogadores. a bola para os jogadores é muito importante como o sol para todos,3,1,1
T0548A051,T0548,A05,1,1,Planetas é o fãns da Sol. os fãns seguem os famosos como os plantes o sol,3,1,1
T0548A052,T0548,A05,2,1,Planetas é o Maria vai com as outras da Sol. a Maria vai com os outros seguem e fazem o que os outros fazem,2,0,0
T0548A061,T0548,A06,1,1,Onibus é o vasos sanguineos da Cidade. os vaos sanguineos passar por todo o corpo levando substâncias assim como os ônibus na cidade,3,1,2
T0548A062,T0548,A06,2,1,"Onibus é o camelos no deserto da Cidade. is ônibus são muito importantes para a cidade, existem outros meios de transporte mas os ônibus são melhores e poluem menos como no deserto",1,0,0
T0548A091,T0548,A09,1,1,Peixes é o células da Mar. as celulas são escências para o nosso corpo como os peixes para o mar,3,1,2
T0548A092,T0548,A09,2,1,Peixes é o formigas da Mar. as formigas ficam juntas e em grande número na terra como os peixes no mar,3,1,1
T0549E011,T0549,E01,1,1,Buzina é o atenção da Carro. em cidades pequenas a buzinha é pouco usada mas quando alguém usa chama a atenção de todos,3,1,1
T0549A031,T0549,A03,1,1,Estrelas é o mulher bonita da Noite. estrela é que nem mulher bonita embeleza o dia e noite,3,1,1
T0549A041,T0549,A04,1,1,"Bola é o diversão da Jogadores. bola e diversão são duas palavras que combinam, porque? Porque você faz 2 coisas aumesmo tempo. Porque você pratica atividade física e se diverte. Bom para a saúde",1,0,0
T0549A061,T0549,A06,1,1,Onibus é o muito bom da Cidade. porque muito bom? Porque ele leva a gente a onde nós precisamos,1,0,0
T0550E011,T0550,E01,1,1,Buzina é o sinal da Carro. a buizina da um sinal quando chega,3,1,1
T0550E012,T0550,E01,2,1,Buzina é o som da Carro. faz som como nós,1,0,0
T0550E013,T0550,E01,3,1,Buzina é o barulho da Carro. o carro quando toca a buzinha faz barulho,2,0,0
T0550E014,T0550,E01,4,1,Buzina é o comunica da Carro. fala se chega ou não,1,0,0
T0550E021,T0550,E02,1,1,Grama é o gramado da Terra. a grama é o gramado que fica sob a terra,1,0,0
T0550E022,T0550,E02,2,1,Grama é o jardim da Terra. para enfeitar o jardim de nossa casa,1,0,0
T0550E023,T0550,E02,3,1,Grama é o enfeite da Terra. enfeitar a nossa casa,1,0,0
T0550E024,T0550,E02,4,1,Grama é o verde da Terra. para o mundo ficar mais verde ainda,1,0,0
T0550A031,T0550,A03,1,1,Estrelas é o contelação da Noite. um conjunto de estrlas na noite,1,0,0
T0550A032,T0550,A03,2,1,Estrelas é o luzes da Noite. brilham no escuro da noite,3,1,1
T0550A041,T0550,A04,1,1,Bola é o amigo da Jogadores. a bola os jogadores brincam como se fose com os amigos,3,1,1
T0550A042,T0550,A04,2,1,Bola é o dia da Jogadores. com a bola os jogadores se divertem o dia todo,1,0,0
T0550A043,T0550,A04,3,1,Bola é o amizade da Jogadores. fazem amizades jogando bola,1,0,0
T0550A044,T0550,A04,4,1,Bola é o coração da Jogadores. os jogadores nãi vivem sem jogar bola,3,1,1
T0550A051,T0550,A05,1,1,Planetas é o vizinhos da Sol. ficam perto,3,1,1
T0550A052,T0550,A05,2,1,Planetas é o amigos da Sol. como se fossem fazer as coisas juntos,3,1,1
T0550A053,T0550,A05,3,1,Planetas é o parentes da Sol. são da mesma família todos as pessoas que mora nela,3,1,1
T0550A054,T0550,A05,4,1,Planetas é o semelhantes da Sol. parecido como nós as vezes somos parecidos,3,1,1
T0550A061,T0550,A06,1,1,Onibus é o transporte da Cidade. leva passageiros pela cidade,1,0,0
T0550E081,T0550,E08,1,1,NA é o frente da NA. a prota pe a frente da casa,1,0,0
T0550E082,T0550,E08,2,1,NA é o caminho da NA. é o caminho para nós entrar,1,0,0
T0550E083,T0550,E08,3,1,NA é o atrás da NA. a porta é atrás da casa,1,0,0
T0550E084,T0550,E08,4,1,NA é o preferencia da NA. é a porta que todos gostam de entrar só por ela,1,0,0
T0550A091,T0550,A09,1,1,Peixes é o frutas da Mar. todos os tipos de animais de baixo do mar,1,0,0
T0551E011,T0551,E01,1,0,Buzina é o boca da Carro. poris a boca que faz o som do ser humano ela que pede lisensa e a buzina que pede lisensa,3,1,1
T0551E012,T0551,E01,2,0,Buzina é o cumunicação da Carro. pois é o modo de falar com os outros e a buzina que reprende a ???,3,1,1
T0551E013,T0551,E01,3,0,"Buzina é o alerta da Carro. pois o alerta aviza se o perigo, se tem algo erado",3,1,1
T0551E021,T0551,E02,1,0,Grama é o cabelo da Terra. pois crese e tem de ser cortado,3,1,1
T0551A031,T0551,A03,1,0,"Estrelas é o piscapisca da Noite. pois os piscas iluminam e infeitam pinheirinhos, e as estrelas iluminam e enfeitam o céu",3,1,1
T0551A032,T0551,A03,2,0,Estrelas é o lampadas da Noite. pois as lampadas iluminam a noite ou quando está escuro como as estrelas,3,1,1
T0551A033,T0551,A03,3,0,"Estrelas é o infeites da Noite. pois infeites são para deichar bunito, e as estrelas decham o céu bunito",3,1,1
T0551A034,T0551,A03,4,0,Estrelas é o luz da Noite. pois a luz e que ilumina e apaga a escuridão,3,1,1
T0551A051,T0551,A05,1,0,Planetas é o filhos da Sol. pois os filho quase todos vivem com seus pais,3,1,1
T0551A052,T0551,A05,2,0,Planetas é o amigos da Sol. pois os amigos semrpe estão juntos e se seguram,3,1,1
T0551E081,T0551,E08,1,0,NA é o portal da NA. pois portal é abertura que permite ir a sertos lugares,3,1,1
T0551E082,T0551,E08,2,0,NA é o izolação da NA. pois a izolação impede que pessoas entrem neste local,2,0,0
T0551A091,T0551,A09,1,0,Peixes é o Humanos da Mar. poisn os humanos andam no mundo e vivem nele e formam cidades,3,1,1
T0551A092,T0551,A09,2,0,Peixes é o pessoas da Mar. pois pessoas só conseguem viver na tera pois não comsegem respirar na água,2,0,0
T0551A093,T0551,A09,3,0,Peixes é o vidas da Mar. pois eles estão em maior quantidade e são seres vivos,1,0,0
T0552E011,T0552,E01,1,1,Buzina é o grito da Carro. se você espantar os bois você grita se você espantar os pedestres da rua você buzina,3,1,1
T0552E021,T0552,E02,1,1,Grama é o proteção da Terra. se você cair na terra se machuca muito se você cair na grama amortece a queda,2,0,0
T0552A031,T0552,A03,1,1,Estrelas é o piscapisca da Noite. as estrela piscam bastante igual os pisca-pisca do pinheiro,3,1,1
T0552A041,T0552,A04,1,1,Bola é o amiga da Jogadores. se você for amigo da bola ela vai te obedecer,3,1,1
T0552A042,T0552,A04,2,1,Bola é o unhas da Jogadores. se você for jogar bola corte as unhas se não você pode furala,1,0,0
T0552A051,T0552,A05,1,1,Planetas é o amigos da Sol. as plantas são amgios do sol não muito longe ficam muito perto,3,1,1
T0552A061,T0552,A06,1,1,Onibus é o carraça da Cidade. o onibos transporta muita gente na cidade a carroça transporta muita coisa na ??,3,1,1
T0552A071,T0552,A07,1,1,Cabide é o amigo da Roupa. se a roupa tratar mal o cabide ele larga ela no chão,3,1,1
T0552E081,T0552,E08,1,1,NA é o barrera da NA. se os porquinhos tivesem abrido a por lobo mau teria comido eles,3,1,1
T0552A091,T0552,A09,1,1,Peixes é o pessoas da Mar. a cidade tem muitas pessoas o mar tem muitos peixes,3,1,1
T0553E021,T0553,E02,1,1,Grama é o cabelo da Terra. como todos os animais e pessoas tem cabelos ou pelos a terra também tem,3,1,1
T0553A031,T0553,A03,1,1,Estrelas é o postes de luz da Noite. porque como nas cidade de noite os postes de luz se acendem,3,1,1
T0553A041,T0553,A04,1,1,Bola é o bebê da Jogadores. como as mães dão muito carinho aos seus bebes os jogadores tratam a bola como um,3,1,1
T0553A051,T0553,A05,1,1,Planetas é o pintinhos da Sol. como a galinha aquece seus pintinhos o sol aquece os planetas,4,2,2
T0553A061,T0553,A06,1,1,"Onibus é o veias da Cidade. porque a veia transporta sangue todo o corpo, como o ônibus transporte pessoas por toda cidade",3,1,2
T0554E011,T0554,E01,1,1,Buzina é o barulho da Carro. e que alerta os outros veículos que estão na sua frente,1,0,0
T0554E012,T0554,E01,2,1,Buzina é o avizo da Carro. é que aviza as pessoas e os carros,3,1,1
T0554E013,T0554,E01,3,1,Buzina é o engraçado da Carro. algumas buzinhas são engraçadas,1,0,0
T0554E014,T0554,E01,4,1,Buzina é o acorda pessoa da Carro. é acorda as pessoas com a buzina,1,0,0
T0554E021,T0554,E02,1,1,Grama é o macia da Terra. é macia para a gente pisar na terra e na grama,1,0,0
T0554E022,T0554,E02,2,1,Grama é o verde da Terra. é o verde da grama que ajuda a terra,1,0,0
T0554E023,T0554,E02,3,1,Grama é o cheirosa da Terra. ela chera um chero bom,1,0,0
T0554E024,T0554,E02,4,1,Grama é o fresca da Terra. é fresca para a gente se deitar,1,0,0
T0554A031,T0554,A03,1,1,Estrelas é o brilhantes da Noite. é pra brilha nossa terra e iluminar a gente,1,0,0
T0554A032,T0554,A03,2,1,Estrelas é o luzes da Noite. é a luz da estrela que brilha e ilumina a gente,3,1,1
T0554A033,T0554,A03,3,1,Estrelas é o amarela da Noite. ela é amarela de noite,1,0,0
T0554A034,T0554,A03,4,1,Estrelas é o brincalhona da Noite. parece que sai e aparece,1,0,0
T0554A041,T0554,A04,1,1,Bola é o especial da Jogadores. para fazer gols precisamos da bola,1,0,0
T0554A042,T0554,A04,2,1,Bola é o um pula pula da Jogadores. que ela pula para um lado para outro,1,0,0
T0554A043,T0554,A04,3,1,Bola é o brincadeira da Jogadores. para brincar correr quando não tem nada para fazer,1,0,0
T0554A044,T0554,A04,4,1,Bola é o planeta da Jogadores. é ando os jogadores fazem gol,1,0,0
T0554A051,T0554,A05,1,1,Planetas é o amigo da Sol. é que ajuda sol nas horas boas,1,0,0
T0554A052,T0554,A05,2,1,Planetas é o giratorias da Sol. gira sem parar,1,0,0
T0554A053,T0554,A05,3,1,Planetas é o universo da Sol. é a onde o sol vive,1,0,0
T0554A054,T0554,A05,4,1,Planetas é o casa da Sol. a onde o sol vive,1,0,0
T0554A061,T0554,A06,1,1,Onibus é o meio de transporte da Cidade. para ajudar as pessoas ir em algum lugar,1,0,0
T0554A062,T0554,A06,2,1,Onibus é o faz tudo da Cidade. é ele faz tudo leva em todo lugar,1,0,0
T0554A063,T0554,A06,3,1,Onibus é o rapido da Cidade. igual o de flecha,1,0,0
T0554A064,T0554,A06,4,1,Onibus é o parceiro da Cidade. é o ajuda a cidade,1,0,0
T0554A071,T0554,A07,1,1,Cabide é o um segura da Roupa. é para seguros as roupas para não cair no chão,1,0,0
T0554A072,T0554,A07,2,1,Cabide é o uma ajuda da Roupa. é que ajuda a roupa,1,0,0
T0554A073,T0554,A07,3,1,Cabide é o bricalhão da Roupa. é que as vezes cai a roupa e coloca de volta cai de novo,1,0,0
T0554A074,T0554,A07,4,1,Cabide é o amigo da Roupa. é ajuda que faz e segura a roupa,3,1,1
T0554E081,T0554,E08,1,1,NA é o branca da NA. é a cor branca da porta da casa,1,0,0
T0554E082,T0554,E08,2,1,NA é o abre e fecha da NA. é abre pra entra e fecha pra sair,1,0,0
T0554E083,T0554,E08,3,1,NA é o engraçada da NA. é porque as fezes ela faz barulho engraçado,1,0,0
T0554E084,T0554,E08,4,1,NA é o especial da NA. para entrar na casa,1,0,0
T0554A091,T0554,A09,1,1,Peixes é o amigo da Mar. é que o mar ajuda os peixe a sobreviver,1,0,0
T0554A092,T0554,A09,2,1,Peixes é o coloridos da Mar. eles são todos de varias cores alguns,1,0,0
T0554A093,T0554,A09,3,1,Peixes é o engraçados da Mar. fogem para lado para outro,1,0,0
T0554A094,T0554,A09,4,1,Peixes é o bagunçeiros da Mar. é aqueles que gabunção o mar,1,0,0
T0555E081,T0555,E08,1,1,NA é o segurança da NA. se não houvesse casa não haveria porta,3,1,1
T0555A091,T0555,A09,1,1,Peixes é o pessoas da Mar. os peixes são pedestres e o mar é a estrada,3,1,1
MA001E011,MA001,E01,1,1,Buzina é o barulho da Carro. porque a buzina faz muito barulho no carro,2,0,0
MA001E012,MA001,E01,2,1,Buzina é o som da Carro. porque o som do carro é velho e não desliga,2,0,0
MA001E021,MA001,E02,1,1,Grama é o plantação da Terra. porque a plantação fica na terra,2,0,0
MA001E022,MA001,E02,2,1,Grama é o flor da Terra. porque se a flor fica na tera ela vive,2,0,0
MA001A031,MA001,A03,1,1,Estrelas é o Fruta da Noite. Porque as fruta nã da a noite,2,0,0
MA001A041,MA001,A04,1,1,Bola é o Tênis da Jogadores. Porque os jogadores tem um tênis,2,0,0
MA001A042,MA001,A04,2,1,Bola é o o sapatenis da Jogadores. Poruqe eles usa para jogar futebol,2,0,0
MA001A051,MA001,A05,1,1,Planetas é o Flor da Sol. porque as flor vive da sol,2,0,0
MA001A052,MA001,A05,2,1,Planetas é o planta da Sol. porque as plantas presia do sol para sobrevever,2,0,0
MA001A061,MA001,A06,1,1,Onibus é o Pessoas da Cidade. por toda cidade tem pessoas,2,0,0
MA001A071,MA001,A07,1,1,Cabide é o maquina da Roupa. porque rupa e nova pela maquina,2,0,0
MA001E081,MA001,E08,1,1,NA é o Portão da NA. Porque é um instrumento da casa,2,0,0
MA001A091,MA001,A09,1,1,Peixes é o Baleia da Mar. Porque é do mar,2,0,0
MA002E011,MA002,E01,1,1,Buzina é o A casca do ovo da Carro. não tem carro sem busina,2,0,0
MA002E021,MA002,E02,1,1,Grama é o Buzina do Carro da Terra. Porque sem a grama não te terra,2,0,0
MA002A031,MA002,A03,1,1,Estrelas é o nuvem da Noite. sem as estrelas não tem noite,2,0,0
MA002A032,MA002,A03,2,1,Estrelas é o Sem lampada não tem luz da Noite. sem as estrelas não fica bunita a noite,2,0,0
MA002A041,MA002,A04,1,1,Bola é o O copo de água da Jogadores. Sem bola não tem jogos e sem copos não tem água,2,0,0
MA002A051,MA002,A05,1,1,Planetas é o Planta e água da Sol. planeta se o sol na da,2,0,0
MA002A061,MA002,A06,1,1,Onibus é o gato e da pata dele da Cidade. ônibus percore a cidade,2,0,0
MA002A071,MA002,A07,1,1,Cabide é o Sem o C do cachorro da Roupa. sem o cabide não da par colocar a roupa,2,0,0
MA002E081,MA002,E08,1,1,NA é o janela e grtena da NA. sem a porta não ...? Casa,2,0,0
MA002E082,MA002,E08,2,1,NA é o Sem vasso não da par cotar o ...? da NA. Sem a porta a casa fica ruim,2,0,0
MA002A091,MA002,A09,1,1,Peixes é o A planta da terra da Mar. O peixe morre sem o mar,2,0,0
MA003E011,MA003,E01,1,0,Buzina é o ovo da Carro. é onde a galinha choca,2,0,0
MA003E012,MA003,E01,2,0,Buzina é o Busina da Carro. é o barulho que tem dos carros ou caminhão,2,0,0
MA003E021,MA003,E02,1,0,Grama é o fumaça da Terra. a fumaça é cando sai dos carros ou de fábricas,3,1,1
MA003E022,MA003,E02,2,0,Grama é o Pirua da Terra. Pirua é um carro que leva as crianças que estudam nas escolas,2,0,0
MA003E023,MA003,E02,3,0,Grama é o NA da Terra. A estrela se lembrase os planetas,2,0,0
MA003A031,MA003,A03,1,0,Estrelas é o Brilho da Noite. no meio da escuridão da para ver elas,3,1,1
MA003A041,MA003,A04,1,0,Bola é o Planeta da Jogadores. A bola se lembra os planetas,2,0,0
MA003A061,MA003,A06,1,0,Onibus é o escolar da Cidade. o ônibus se lebra a pirua escolar,2,0,0
MA003E081,MA003,E08,1,0,NA é o Apartamento da NA. A porta e um hotel,2,0,0
MA003A091,MA003,A09,1,0,Peixes é o Baleia da Mar. A balei é o animal do mar mais maior dos mares.,2,0,0
MA004E011,MA004,E01,1,1,Buzina é o Alarme da Carro. Porque ele ajuda a avisar pedestres,3,1,1
MA004E012,MA004,E01,2,1,Buzina é o Sinal da Carro. porque ele da um sinal para o pedestre,3,1,1
MA004E021,MA004,E02,1,1,Grama é o projeto da Terra. porque a terra que faz a grama,2,0,0
MA004E022,MA004,E02,2,1,Grama é o irmão da Terra. porque eles que se ajudaram a crescer,3,1,1
MA004A031,MA004,A03,1,1,Estrelas é o Luz da Noite. porque ela ilumina o ceu,3,1,1
MA004A032,MA004,A03,2,1,Estrelas é o o Brilho da Noite. porque ela brilha a noite inteira,3,1,1
MA004A041,MA004,A04,1,1,"Bola é o Objetivo da Jogadores. Porque eles tem que ir atras do objetivo, ou seja, a bola",2,0,0
MA004A042,MA004,A04,2,1,Bola é o Sentido da Jogadores. porque se  futebol não levece a bola não teria sentido,2,0,0
MA004A051,MA004,A05,1,1,Planetas é o filha da Sol. porque eles são mais pequenos e da a impresão que eles são filhos,3,1,1
MA004A052,MA004,A05,2,1,Planetas é o amiga da Sol. porque  o sol ajuda a iluminar os planetas como uma amiga faz,3,1,1
MA004A061,MA004,A06,1,1,Onibus é o transporte da Cidade. porque ele transporta todo mundo,2,0,0
MA004A062,MA004,A06,2,1,Onibus é o o veículo da Cidade. porque ele que leva a gente em lugares,2,0,0
MA004A071,MA004,A07,1,1,Cabide é o gancho da Roupa. porque eles segura as roupas,2,0,0
MA004A072,MA004,A07,2,1,Cabide é o prendedor da Roupa. porque ele prende ela,2,0,0
MA004E081,MA004,E08,1,1,NA é o entrada da NA. porque nos emtramos na casa atraves da porta,2,0,0
MA004E082,MA004,E08,2,1,NA é o Serventia da casa da NA. porque ela serve para entrar e sair,2,0,0
MA004A091,MA004,A09,1,1,Peixes é o animais da Mar. porque os pexes são os animais que vivem no mar,2,0,0
MA004A092,MA004,A09,2,1,Peixes é o comidas da Mar. porque eles servem de alimento para os pescadores,2,0,0
MA005E011,MA005,E01,1,1,Buzina é o a roda da Carro. porque ele ? na lombada,2,0,0
MA005E012,MA005,E01,2,1,Buzina é o o motor do barulho da Carro. porque ele faz barulho,2,0,0
MA005E013,MA005,E01,3,1,Buzina é o a terra da Carro. A terra ajuda a plantar,2,0,0
MA005E021,MA005,E02,1,1,Grama é o a terra da Terra. A terra ajuda a plantar,2,0,0
MA005A031,MA005,A03,1,1,Estrelas é o Brilho da Noite. A estrela brilha lá no seu,3,1,1
MA005A051,MA005,A05,1,1,Planetas é o da ora da Sol. NA,2,0,0
MA005A052,MA005,A05,2,1,Planetas é o chefe de da Sol. Chefe do jogadores,2,0,0
MA005A091,MA005,A09,1,1,Peixes é o Os peixes da Mar. o peixes nada no mar,2,0,0
MA005A092,MA005,A09,2,1,Peixes é o o peixes da Mar. O peixes come comida,2,0,0
MA006E011,MA006,E01,1,0,Buzina é o barulho da Carro. barulho é que faz o carro,2,0,0
MA006E012,MA006,E01,2,0,Buzina é o Barulho da Carro. fazer o som,2,0,0
MA006E021,MA006,E02,1,0,Grama é o pedaço da Terra. é o pedaço verde da terra,2,0,0
MA006A031,MA006,A03,1,0,Estrelas é o iuminação da Noite. a iluminação da noite,2,0,0
MA006A041,MA006,A04,1,0,Bola é o jogador da Jogadores. instrumentos a bola dos jogadores,2,0,0
MA006A042,MA006,A04,2,0,Bola é o bola da Jogadores. o instrumento rola,2,0,0
MA006A043,MA006,A04,3,0,Bola é o chuta da Jogadores. o intrumento entra no gol,2,0,0
MA006A044,MA006,A04,4,0,Bola é o rasteira da Jogadores. o instrumento faz cair,2,0,0
MA006A051,MA006,A05,1,0,Planetas é o Satelites da Sol. raios,2,0,0
MA006A052,MA006,A05,2,0,Planetas é o estrelas da Sol. ilumina a noite,3,1,1
MA006A061,MA006,A06,1,0,Onibus é o gente da Cidade. que quer ir ndar,2,0,0
MA006A062,MA006,A06,2,0,Onibus é o volante da Cidade. que faz o onibus andar,2,0,0
MA006A071,MA006,A07,1,0,Cabide é o roupa da Roupa. se veste,2,0,0
MA006A072,MA006,A07,2,0,Cabide é o sapato da Roupa. se põe,2,0,0
MA006A073,MA006,A07,3,0,Cabide é o cabide da Roupa. que impede a roupa de cair,2,0,0
MA006E081,MA006,E08,1,0,NA é o Maçaneta da NA. que prende a porta,2,0,0
MA006E082,MA006,E08,2,0,NA é o porta da NA. que trava,2,0,0
MA006A091,MA006,A09,1,0,Peixes é o especies da Mar. peixes,2,0,0
MA006A092,MA006,A09,2,0,Peixes é o viatura da Mar. marinha,2,0,0
MA007E011,MA007,E01,1,1,Buzina é o musica da Carro. porque faz barulho,3,1,1
MA007E012,MA007,E01,2,1,Buzina é o despertador da Carro. porque é alta a buzinar e acrda o carro,3,1,1
MA007E021,MA007,E02,1,1,Grama é o capim da Terra. porque a grama parece capim,2,0,0
MA007A031,MA007,A03,1,1,Estrelas é o É o brilho da Noite. porque parece bolinha branca,2,0,0
MA007A041,MA007,A04,1,1,Bola é o atenção da Jogadores. porque eles só ficam de olho na bola,2,0,0
MA007A051,MA007,A05,1,1,Planetas é o é o amigo da Sol. porque ele ilumina o planeta,2,0,0
MA007A061,MA007,A06,1,1,Onibus é o é o meio de transporte da Cidade. porque eles leva as pessoas a outro lugar,2,0,0
MA007A062,MA007,A06,2,1,Onibus é o é a amiga da pessoa da Cidade. porque se a pessoa não quiser andar o ônibus leva,2,0,0
MA007A071,MA007,A07,1,1,Cabide é o o andador da Roupa. porque ele segura a roupa,3,1,1
MA007E081,MA007,E08,1,1,NA é o é a entrada da NA. porque as pessoas entra por lá,2,0,0
MA007A091,MA007,A09,1,1,Peixes é o o fiho do mar da Mar. porque eles vivem lá,2,0,0
MA008E011,MA008,E01,1,1,Buzina é o som da Carro. a busina é o som do carro,2,0,0
MA008E012,MA008,E01,2,1,Buzina é o alerta da Carro. a busina alerta os outros carros,2,0,0
MA008E013,MA008,E01,3,1,Buzina é o chat da Carro. porque faz muito barulho,3,1,1
MA008E014,MA008,E01,4,1,Buzina é o ajuda da Carro. ajuda a terar os carros da frente,2,0,0
MA008E021,MA008,E02,1,1,Grama é o um tanto chato da Terra. porque se ela quebra tem que cortrar ela,2,0,0
MA008A031,MA008,A03,1,1,Estrelas é o iluminação da Noite. porque ilumina a noite,2,0,0
MA008A032,MA008,A03,2,1,Estrelas é o bonitas da Noite. por causa da lus,2,0,0
MA008A041,MA008,A04,1,1,Bola é o brincadeira da Jogadores. porque ajete brinca com ela,2,0,0
MA008A051,MA008,A05,1,1,Planetas é o donos da Sol. por casa que a sol da lus para eles,2,0,0
MA008A061,MA008,A06,1,1,Onibus é o donos da Cidade. por causa que a cidade tem muitos onibus,2,0,0
MA008A071,MA008,A07,1,1,Cabide é o utilidade da Roupa. colocarasroupas neles,2,0,0
MA008E081,MA008,E08,1,1,NA é o utilidade da NA. para bandidos não entrarem,2,0,0
MA008A091,MA008,A09,1,1,Peixes é o legais da Mar. porque na fazem nada com a gente,2,0,0
MA009E011,MA009,E01,1,1,Buzina é o Relógio da Carro. NA,2,0,0
MA009E012,MA009,E01,2,1,Buzina é o som do prédio da Carro. o som do prédio toca música,2,0,0
MA009E013,MA009,E01,3,1,Buzina é o som do grilo da Carro. o grilo faz cri cri cri ...,2,0,0
MA009A031,MA009,A03,1,1,Estrelas é o vagalume da Noite. ele brilha de noite,3,1,1
MA009A032,MA009,A03,2,1,Estrelas é o lampada da Noite. a lampada brila de noite,3,1,1
MA009A051,MA009,A05,1,1,Planetas é o Planeta da Sol. planetas brilham algus,2,0,0
MA009A061,MA009,A06,1,1,Onibus é o ônibus da Cidade. o ônibus é a música da cidade,2,0,0
MA009E081,MA009,E08,1,1,NA é o porta da NA. a porta bate,2,0,0
DB084E011,DB084,E01,1,1,Buzina é o voz da Carro. pq assim como avóz para o homem a buzina é um meio de comunicação para o carro,3,1,1
DB084E012,DB084,E01,2,1,"Buzina é o bateria de escola de samba da Carro. pq assim como a bateria na escola de samba, a buzina anuncia a chegada do carro",3,1,1
DB084E021,DB084,E02,1,1,Grama é o tapete da Terra. pq sobre a terra assim como o tapete sobre o chão,3,2,2
DB084E022,DB084,E02,2,1,Grama é o passarela da Terra. pq assim como na passarela as pessoas anda sobre a grama,3,1,1
DB084E023,DB084,E02,3,1,Grama é o roupa da Terra. pq assim como o vestuario para o homem a grama sobre a terra,3,2,2
DB084A031,DB084,A03,1,1,Estrelas é o abajures da Noite. pq ascendem a noite como um abajur,3,1,1
DB084A032,DB084,A03,2,1,Estrelas é o vagalumes da Noite. pq assim como o vagalume piscam e iluminam a noite,4,3,2
DB084A033,DB084,A03,3,1,Estrelas é o luzes de pisca pisca da Noite. pq assim como no carro as estrelas dão um sinal,3,1,1
DB084A041,DB084,A04,1,1,"Bola é o Instrumento musical da Jogadores. pq assim como numa banda, a bola é que faz o espetáculo",1,0,0
DB084A042,DB084,A04,2,1,Bola é o bisturi da Jogadores. assim como o bisturi é o instrumento de trabalho do cirurgião a bola o é para o jogador,1,0,0
DB084A051,DB084,A05,1,1,Planetas é o torcida organizada da Sol. pq estão sempre em volta do sol como as torcidas do seu time,4,3,3
DB084A052,DB084,A05,2,1,Planetas é o fãs da Sol. pq nunca saem do seu redor assim como os fãs de seus idolos,4,3,2
DB084A061,DB084,A06,1,1,Onibus é o carruagens da Cidade. assim como no velho oeste os onibus conduzem as pessoas,3,2,2
DB084A071,DB084,A07,1,1,Cabide é o criado mudo da Roupa. assim como o criado mudo serve para guardar coisas o cabide serve pra aguardar roupas,3,1,1
DB084A081,DB084,A08,1,1,Amor é o olho da Sentimentos. pq deixa ver tudo assim como o olho humano,3,1,1
DB084A082,DB084,A08,2,1,Amor é o toca de uma montanha da Sentimentos. pq assim como na montanha deixa entrar para se abrigar,2,0,1
